episod,total_reward,z_pos
846,242.13418906840386,36.787436753800016
847,241.9196539544313,36.68508655953424
848,241.77484820241196,37.01967593846822
849,241.74537627074005,37.14579955168675
850,241.93772862156777,36.393126885567526
851,241.71871306255383,37.11662901300452
852,242.1689302313457,37.19276668554878
853,242.00505502135124,37.09581540074933
854,242.08380316276168,37.28043178163408
855,241.31791024231964,36.57075122727625
856,241.89847906044005,36.62908714993308
857,241.58351337121454,37.091846886676386
858,241.4858209380471,36.96022111398877
859,242.15440973918513,37.21575745961215
860,241.71422514837482,37.08428240719096
861,241.3271816287764,36.9366775224369
862,241.2780355993236,36.96864894199623
863,241.89922740735196,37.12508956333258
864,241.31355879715443,36.791425156628215
865,242.09021633605593,36.85904702927916
866,242.22213516852577,36.710476353453345
867,241.99317585378486,37.04838667585932
868,242.0855985228887,37.198131551633715
869,241.97364622556609,37.14801858017104
870,241.77112943057625,36.7573365887543
871,241.87271752670551,36.92149781849076
872,242.0118723091162,37.02164777672933
873,241.52640619831098,36.94542939883319
874,241.42122848694993,35.44423504339401
875,241.70274087948582,37.055971665692965
876,241.97370241162236,37.03000073982128
877,241.57733047960514,37.03827316004569
878,241.54321732367228,37.012496492938794
879,242.20910628576607,37.00845427217265
880,241.28043227530867,36.98451809790654
881,242.38607834664487,37.239643873951714
882,242.7104690487161,37.36592800252441
883,241.67668058768007,37.011882070037856
884,241.68607706080434,37.04665989675119
885,241.66590907679793,36.80300716434482
886,241.60357646034103,37.045920827703405
887,241.76526703637012,36.690418865565924
888,241.67889880743044,37.03565857553261
889,241.89406926255165,37.13529911241799
890,242.31191899309775,37.26899034520878
891,241.4064727791009,37.026546872644445
892,242.08486436723285,37.17756916439058
893,241.8640143714694,37.022468708018536
894,241.85864873789248,37.15983331679657
895,242.00139836170206,36.875920399263705
896,241.37109682339658,36.832984375402475
897,241.9501266620756,37.07362490162546
898,241.62670494785527,37.05006775815928
899,241.34651912357793,36.9933257771794
900,242.0226505767226,37.22614185539142
901,241.38845317961122,36.94402298382143
902,241.3936766470094,36.88065853304213
903,241.9877557665078,36.82932927707156
904,241.50579137839094,36.846311434854265
905,241.15850544677502,36.62841459633853
906,242.09150218467337,36.7729939753067
907,241.8551899547677,36.353113108249076
908,241.48265337316033,36.90372255926928
909,241.78637563781373,36.25002460237431
910,241.49078540664476,36.098915610628765
911,241.9136229226183,36.912957219786385
912,242.3355321145565,37.12932735400515
913,241.611881390743,37.006517025823214
914,241.18249204545293,36.86876598316574
915,241.6804697435892,36.998597912251974
916,241.87441941296603,37.110281600942194
917,241.9063433751298,36.83043097338836
918,241.38240950685253,37.0886840910801
919,241.31044398984923,36.73014102003067
920,242.0837394793146,36.81292978771175
921,241.57562970227906,37.058446795537975
922,241.6389076250179,37.099134667001465
923,241.85242600125653,36.987740550874484
924,241.66791751576832,37.127500438401505
925,241.8207647976572,36.91401327273084
926,241.75868900040058,37.12674320389773
927,241.92706590284376,37.15490122900738
928,241.7649409457925,36.71776592523731
929,241.8500069797521,36.866557371962664
930,242.05026782330867,37.030078088669946
931,241.44635754280304,36.57140161051024
932,241.98842540333683,37.219653414960135
933,241.4968110499162,37.03957669429051
934,241.29503427914264,36.97014507934163
935,241.61621414609507,37.0682518201012
936,242.0681143397399,37.18535709170187
937,241.87907951239532,37.135289489196666
938,242.3227282914291,37.14945385902475
939,241.74223851509527,37.11155560964939
940,242.22538344684062,37.10656178659202
941,241.40547258359297,35.59942449849756
942,241.6213783100053,37.043821964671864
943,241.5626696352946,37.00720984262437
944,242.1717381044123,37.223950421249704
945,241.81707743683515,37.144736981758456
946,242.2986512956664,37.31568096020153
947,241.2648295728926,36.9418992892491
948,241.81424274151064,36.89912885157415
949,241.69662892518377,36.60006852531769
950,241.76301161372822,37.12904557220607
951,241.68071464285345,36.88084768266475
952,242.1358289884182,37.12451119063159
953,241.87617668592944,37.0056887031454
954,241.74271272074373,37.06171292517167
955,241.73159012008878,36.814219935382575
956,241.50471207325398,36.573836670019524
957,241.85232088837972,37.17610078076304
958,242.18451544673243,37.207299966035656
959,241.356345269223,36.7819586967973
960,241.94023631486422,37.16319247220102
961,241.73838437059348,36.80615216752493
962,241.82967463535908,37.201023872155424
963,241.37814311391938,36.75789780759976
964,241.20274341179342,36.68667467804368
965,241.55176208350912,36.783935342163076
966,241.31671193068627,37.04839768187832
967,242.32601309285383,37.11773383165072
968,241.71106674921427,37.118037536598756
969,241.58252673042702,36.91213501188597
970,241.93501128750512,37.15909859549838
971,242.284678024746,37.09393098740488
972,242.02304261639264,37.12837091587887
973,241.72377803440656,37.096764209628645
974,241.19422844779575,36.60807907510397
975,241.18680422012218,36.94960239201295
976,242.02236847244185,36.90373536926262
977,241.30090064032555,36.79734567473014
978,241.92573658174072,37.14042445176649
979,241.95754631411168,37.12716164054478
980,242.10877447053394,36.59314446737705
981,241.4755204208178,36.29542725488021
982,241.51475131525837,37.10229938723793
983,241.559816091269,36.788729157061724
984,241.06323579184075,36.71120897185778
985,241.583691986213,36.62682538850061
986,241.88392494368867,37.10552810091028
987,241.66722956177523,37.06934042690619
988,241.49055253818153,36.694834334808924
989,242.07764675658672,37.13429010676336
990,241.53002692682068,36.963446173943105
991,242.01691051045447,36.93165826221737
992,241.45794497482063,37.07006566852191
993,241.73388550477782,37.113023057446426
994,241.84466425341344,36.85925306436804
995,241.39284362762925,36.689003490746025
996,241.95075060593774,37.09495332265023
997,241.48475422647132,36.716668518340335
998,241.82680739933966,36.8989945793764
999,241.9242471415848,37.15235738173518
1000,241.69284747208314,37.11252678206928
